Day fraction since midnight on 	pH probe (pH)	Source Pressure (Pa)	air valve control ()
0.638930557	3.613707542	-18.17252541	NaN
0.638942144	3.637214422	-18.17252541	NaN
0.638953693	3.723288775	-18.17252541	NaN
0.638965273	3.639939547	-18.17252541	NaN
0.638976867	3.63758564	-18.17252541	NaN
0.638988439	3.61699605	-18.17252541	NaN
0.638999994	3.603367806	-18.17252541	NaN
0.639011591	3.65127039	-18.17252541	NaN
0.639023157	3.673014164	-18.17252541	NaN
0.639034721	3.704025745	-18.17252541	NaN
0.639046293	3.69976759	-18.17252541	NaN
0.639057868	3.71628809	-18.17252541	NaN
0.639069438	3.695335627	-18.17252541	NaN
0.639081015	3.854590893	-18.17252541	NaN
0.639092591	4.521323204	-18.17252541	NaN
0.639104162	4.589411259	-18.17252541	NaN
0.639115733	4.387155056	-18.17252541	NaN
0.639127324	4.772820473	-18.17252541	NaN
0.639138904	5.300069809	-18.17252541	NaN
0.639150462	4.666886807	-18.17252541	NaN
0.639162044	4.77685976	-18.17252541	NaN
0.639173621	4.702025414	-18.17252541	NaN
0.639185206	4.378364086	-18.17252541	NaN
0.639196776	4.534814358	-18.17252541	NaN
0.639208335	4.513186455	-18.17252541	NaN
0.639219924	4.508310318	-18.17252541	NaN
0.639231466	4.451012135	-18.17252541	NaN
0.63924306	4.380835533	-18.17252541	NaN
