Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Source pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.641494214	45049.06641	2.836350441	101800.8125	0.037091887	61080.4875	101800.8125	61080.4875	56080.4875	1165.65	48.11091451	61080.4875
0.641505793	42980.6875	2.894240379	101800.8125	0.036572049	61080.4875	101800.8125	61080.4875	56080.4875	1165.65	48.11091451	61080.4875
0.641517379	43703.39453	2.944566011	101800.8125	0.03685325	61080.4875	101800.8125	61080.4875	56080.4875	1165.65	48.11091451	61080.4875
0.641528622	42607.66016	2.992340088	101800.8125	0.036435575	61080.4875	101800.8125	61080.4875	56080.4875	1165.65	48.11091451	61080.4875
0.641540563	44109.5625	3.045916557	101612.3359	0.036880489	60967.40156	101612.3359	60967.40156	55967.40156	1165.65	48.01389917	60967.40156
0.641551851	42242.02344	3.095292568	101612.3359	0.036391346	60967.40156	101612.3359	60967.40156	55967.40156	1165.65	48.01389917	60967.40156
0.641563077	43361.95313	3.15112257	101612.3359	0.036817195	60967.40156	101612.3359	60967.40156	55967.40156	1165.65	48.01389917	60967.40156
0.641575244	41975.27734	3.202121735	101612.3359	0.0363467	60967.40156	101612.3359	60967.40156	55967.40156	1165.65	48.01389917	60967.40156
0.641586961	42987.28125	3.259017229	101612.3359	0.036723686	60967.40156	101612.3359	60967.40156	55967.40156	1165.65	48.01389917	60967.40156
0.641598063	41723.64844	3.310588598	101477.2891	0.036322223	60886.37344	101477.2891	60886.37344	55886.37344	1165.65	47.94438591	60886.37344
0.641610093	42700.39453	3.367642403	101477.2891	0.036596635	60886.37344	101477.2891	60886.37344	55886.37344	1165.65	47.94438591	60886.37344
0.641621735	40858.28906	3.416889191	101477.2891	0.036089073	60886.37344	101477.2891	60886.37344	55886.37344	1165.65	47.94438591	60886.37344
0.641632892	41453.07813	3.462639332	101477.2891	0.036332079	60886.37344	101477.2891	60886.37344	55886.37344	1165.65	47.94438591	60886.37344
0.641644524	40122.67969	3.5138309	101477.2891	0.035995092	60886.37344	101477.2891	60886.37344	55886.37344	1165.65	47.94438591	60886.37344
0.641656078	41795.83203	3.564407826	101351.7109	0.036395838	60811.02656	101351.7109	60811.02656	55811.02656	1165.65	47.87974655	60811.02656
0.641667671	41051.48828	3.615491629	101351.7109	0.036426629	60811.02656	101351.7109	60811.02656	55811.02656	1165.65	47.87974655	60811.02656
0.641679527	40619.99219	3.661972761	101351.7109	0.036097518	60811.02656	101351.7109	60811.02656	55811.02656	1165.65	47.87974655	60811.02656
0.641691006	40382.67969	3.713963747	101351.7109	0.036357147	60811.02656	101351.7109	60811.02656	55811.02656	1165.65	47.87974655	60811.02656
0.641702594	40494.36719	3.760918379	101351.7109	0.0360953	60811.02656	101351.7109	60811.02656	55811.02656	1165.65	47.87974655	60811.02656
0.641713747	39604.36328	3.804475546	101243.5625	0.036102607	60746.1375	101243.5625	60746.1375	55746.1375	1165.65	47.82407884	60746.1375
0.641725794	39983.15625	3.857439518	101243.5625	0.035988814	60746.1375	101243.5625	60746.1375	55746.1375	1165.65	47.82407884	60746.1375
0.641736991	39077.73047	3.900113821	101243.5625	0.035933204	60746.1375	101243.5625	60746.1375	55746.1375	1165.65	47.82407884	60746.1375
0.641748312	40253.14844	3.942249537	101243.5625	0.036029358	60746.1375	101243.5625	60746.1375	55746.1375	1165.65	47.82407884	60746.1375
0.641759835	38325.97266	3.986747265	101243.5625	0.035618103	60746.1375	101243.5625	60746.1375	55746.1375	1165.65	47.82407884	60746.1375
0.64177182	40558.17188	4.033171654	101101.5	0.036285479	60660.9	101101.5	60660.9	55660.9	1165.65	47.7509544	60660.9
0.641783581	39399.15234	4.079246521	101101.5	0.035971498	60660.9	101101.5	60660.9	55660.9	1165.65	47.7509544	60660.9
0.641795164	39694.75	4.123936653	101101.5	0.035994799	60660.9	101101.5	60660.9	55660.9	1165.65	47.7509544	60660.9
0.641806909	38867.35156	4.160554886	101101.5	0.036040804	60660.9	101101.5	60660.9	55660.9	1165.65	47.7509544	60660.9
0.641818536	39571.82031	4.202989101	101101.5	0.035926652	60660.9	101101.5	60660.9	55660.9	1165.65	47.7509544	60660.9
0.641829912	38870.71875	4.243716717	100965.8516	0.036051469	60579.51094	100965.8516	60579.51094	55579.51094	1165.65	47.6811315	60579.51094
0.641840884	38674.625	4.284376621	100965.8516	0.035776135	60579.51094	100965.8516	60579.51094	55579.51094	1165.65	47.6811315	60579.51094
0.641852964	37663.25	4.337382317	100965.8516	0.035676464	60579.51094	100965.8516	60579.51094	55579.51094	1165.65	47.6811315	60579.51094
0.641864098	38818.8125	4.380187035	100965.8516	0.035810478	60579.51094	100965.8516	60579.51094	55579.51094	1165.65	47.6811315	60579.51094
0.641876055	37740.86719	4.423568726	100965.8516	0.035677249	60579.51094	100965.8516	60579.51094	55579.51094	1165.65	47.6811315	60579.51094
0.641887635	38811.33594	4.469836235	100793.3203	0.035892263	60475.99219	100793.3203	60475.99219	55475.99219	1165.65	47.59232376	60475.99219
0.641899584	37688.79297	4.506561279	100793.3203	0.035650915	60475.99219	100793.3203	60475.99219	55475.99219	1165.65	47.59232376	60475.99219
0.641910499	39014.97266	4.547575474	100793.3203	0.035925825	60475.99219	100793.3203	60475.99219	55475.99219	1165.65	47.59232376	60475.99219
0.641922459	37155.40625	4.588561535	100793.3203	0.035488162	60475.99219	100793.3203	60475.99219	55475.99219	1165.65	47.59232376	60475.99219
0.641933914	37956.53516	4.62552166	100793.3203	0.036034705	60475.99219	100793.3203	60475.99219	55475.99219	1165.65	47.59232376	60475.99219
0.641944313	37857.67969	4.663823605	100608.375	0.035735279	60365.025	100608.375	60475.99219	55475.99219	1165.65	47.59232376	60475.99219
0.641956958	36026.97656	4.709859848	100608.375	0.035300683	60365.025	100608.375	60365.025	55365.025	1165.65	47.49712607	60365.025
0.641968952	37276.57031	4.751991749	100608.375	0.035592183	60365.025	100608.375	60365.025	55365.025	1165.65	47.49712607	60365.025
0.641980466	36367.72656	4.787191391	100608.375	0.035575456	60365.025	100608.375	60365.025	55365.025	1165.65	47.49712607	60365.025
0.641991244	36254.125	4.822192192	100608.375	0.035365193	60365.025	100608.375	60365.025	55365.025	1165.65	47.49712607	60365.025
0.642003597	35666.58203	4.860635757	100435.3047	0.035509925	60261.18281	100435.3047	60261.18281	55261.18281	1165.65	47.40804085	60261.18281
0.642014823	36159.16016	4.897898674	100435.3047	0.035379223	60261.18281	100435.3047	60261.18281	55261.18281	1165.65	47.40804085	60261.18281
0.642026611	35684.28906	4.935781002	100435.3047	0.035535575	60261.18281	100435.3047	60261.18281	55261.18281	1165.65	47.40804085	60261.18281
0.642038188	35148.80469	4.968276501	100435.3047	0.035172983	60261.18281	100435.3047	60261.18281	55261.18281	1165.65	47.40804085	60261.18281
0.642049312	35405.78906	4.998354435	100435.3047	0.035496205	60261.18281	100435.3047	60261.18281	55261.18281	1165.65	47.40804085	60261.18281
0.642061574	34759.85938	5.035743237	100239.3984	0.035151334	60143.63906	100239.3984	60143.63906	55143.63906	1165.65	47.30720119	60143.63906
0.642073133	34283.59375	5.065773487	100239.3984	0.035279754	60143.63906	100239.3984	60143.63906	55143.63906	1165.65	47.30720119	60143.63906
0.642084717	35155.73047	5.10562849	100239.3984	0.035243394	60143.63906	100239.3984	60143.63906	55143.63906	1165.65	47.30720119	60143.63906
0.642095752	34623.28516	5.136138916	100239.3984	0.035270217	60143.63906	100239.3984	60143.63906	55143.63906	1165.65	47.30720119	60143.63906
0.642107715	34792.29297	5.17174387	100239.3984	0.03516534	60143.63906	100239.3984	60143.63906	55143.63906	1165.65	47.30720119	60143.63906
